All Categories,Source Country,Source City,Source Airport,Destination Country,Destination City,Destination Airport,Airline Name,Sum of Flights
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Zhuhai Jinwan Airport,Airline Name:Air China,8
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Zhuhai Jinwan Airport,Airline Name:Shenzhen Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Lanzhou Zhongchuan Airport,Airline Name:China Eastern Airlines,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Lanzhou Zhongchuan Airport,Airline Name:China Southern Airlines,6
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Lanzhou Zhongchuan Airport,Airline Name:Air China,5
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Lanzhou Zhongchuan Airport,Airline Name:Hainan Airlines,5
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Lanzhou Zhongchuan Airport,Airline Name:Shenzhen Airlines,1
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Hefei Luogang International Airport,Airline Name:Hainan Airlines,8
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Hefei Luogang International Airport,Airline Name:China Southern Airlines,6
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Hefei Luogang International Airport,Airline Name:Air China,5
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Hefei Luogang International Airport,Airline Name:China Eastern Airlines,5
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Ningbo Lishe International Airport,Airline Name:China Southern Airlines,9
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Ningbo Lishe International Airport,Airline Name:China Eastern Airlines,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Ningbo Lishe International Airport,Airline Name:Hainan Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Ningbo Lishe International Airport,Airline Name:Air China,2
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Wenzhou Longwan International Airport,Airline Name:Air China,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Wenzhou Longwan International Airport,Airline Name:Shenzhen Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Wenzhou Longwan International Airport,Airline Name:China Southern Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Wenzhou Longwan International Airport,Airline Name:China Eastern Airlines,3
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Wenzhou Longwan International Airport,Airline Name:Hainan Airlines,2
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yinchuan Airport,Airline Name:China Southern Airlines,8
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yinchuan Airport,Airline Name:Air China,6
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yinchuan Airport,Airline Name:China Eastern Airlines,3
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yinchuan Airport,Airline Name:Shenzhen Airlines,2
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Sunan Shuofang International Airport,Airline Name:Shenzhen Airlines,8
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Sunan Shuofang International Airport,Airline Name:Air China,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Sunan Shuofang International Airport,Airline Name:China Eastern Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Shijiazhuang Daguocun International Airport,Airline Name:China Southern Airlines,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Shijiazhuang Daguocun International Airport,Airline Name:China Eastern Airlines,7
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Shijiazhuang Daguocun International Airport,Airline Name:Air China,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Xining Caojiabu Airport,Airline Name:China Southern Airlines,5
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Xining Caojiabu Airport,Airline Name:China Eastern Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Xining Caojiabu Airport,Airline Name:Air China,3
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Xining Caojiabu Airport,Airline Name:Shenzhen Airlines,2
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Xining Caojiabu Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yantai Laishan Airport,Airline Name:Air China,6
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yantai Laishan Airport,Airline Name:Shenzhen Airlines,4
All Categories:All Countries,Source Country:China,Source City:Others,Source Airport:Others,Destination Country:China,Destination City:Others,Destination Airport:Yantai Laishan Airport,Airline Name:China Southern Airlines,3
